,Total Entries,Total Exits
11/24/2019,"2,590","2,514"
11/25/2019,"6,812","6,225"
11/26/2019,"6,474","5,935"
11/27/2019,"4,898","4,150"
11/28/2019,"1,469","1,285"
11/29/2019,"3,012","2,933"
11/30/2019,"2,578","2,579"
12/1/2019,"1,795","2,024"
12/2/2019,"6,253","5,945"
12/3/2019,"6,829","6,356"
12/4/2019,"6,814","6,419"
12/5/2019,"7,099","6,610"
12/6/2019,"6,998","6,382"
12/7/2019,"3,653","3,564"
12/8/2019,"2,424","2,414"
12/9/2019,"6,426","5,936"
12/10/2019,"6,924","6,357"
12/11/2019,"6,977","6,436"
12/12/2019,"6,951","6,400"
12/13/2019,"6,739","6,101"
12/14/2019,"3,746","3,504"
12/15/2019,"2,642","2,511"
12/16/2019,"6,542","6,091"
12/17/2019,"6,945","6,369"
12/18/2019,"7,124","6,521"
12/19/2019,"6,894","6,161"
12/20/2019,"6,271","5,578"
12/21/2019,"3,107","2,642"
12/22/2019,"2,256","1,934"
12/23/2019,"4,194","3,660"
12/24/2019,"2,858","2,382"
12/25/2019,919,881
12/26/2019,"3,072","2,935"
12/27/2019,"3,679","3,442"
12/28/2019,"2,580","2,609"
12/29/2019,"1,713","1,819"
12/30/2019,"4,388","4,012"
12/31/2019,"4,616","4,367"
1/1/2020,"1,846","1,891"
1/2/2020,"5,211","5,122"
1/3/2020,"5,561","5,288"
1/4/2020,"3,122","2,931"
1/5/2020,"2,372","2,330"
1/6/2020,"6,521","6,327"
1/7/2020,"6,590","6,452"
1/8/2020,"6,812","6,464"
1/9/2020,"7,010","6,681"
1/10/2020,"6,973","6,668"
1/11/2020,"3,602","3,547"
1/12/2020,"2,537","2,531"
1/13/2020,"6,687","6,305"
1/14/2020,"6,954","6,452"
1/15/2020,"7,031","6,691"
1/16/2020,"7,051","6,631"
1/17/2020,"6,341","5,819"
1/18/2020,"3,062","2,816"
1/19/2020,"2,621","2,504"
1/21/2020,"6,657","6,292"
1/22/2020,"6,940","6,456"
1/23/2020,"6,854","6,494"
1/24/2020,"6,836","6,603"
1/25/2020,"3,445","3,352"
1/26/2020,"2,491","2,571"
1/27/2020,"6,204","5,831"
1/28/2020,"6,371","5,936"
1/29/2020,"7,020","6,732"
1/30/2020,"7,125","6,603"
1/31/2020,"6,922","6,509"
2/1/2020,"3,593","3,373"
2/2/2020,"2,389","2,422"
2/3/2020,"6,771","6,296"
2/4/2020,"7,043","6,586"
2/5/2020,"6,981","6,660"
2/6/2020,"6,881","6,524"
2/7/2020,"6,772","6,392"
2/8/2020,"3,611","3,559"
2/9/2020,"2,519","2,486"
2/10/2020,"6,629","6,380"
2/11/2020,"6,950","6,414"
2/12/2020,"7,019","6,745"
2/13/2020,"7,112","6,665"
2/14/2020,"6,921","6,393"
2/15/2020,"3,278","3,014"
2/16/2020,"2,488","2,514"
2/18/2020,"6,053","5,613"
2/19/2020,"6,080","5,750"
2/20/2020,"6,179","5,815"
2/21/2020,"6,122","5,696"
2/22/2020,"3,373","3,165"
2/23/2020,"2,321","2,406"
2/24/2020,"6,443","6,204"
2/25/2020,"6,700","6,238"
2/26/2020,"6,966","6,686"
2/27/2020,"7,028","6,581"
2/28/2020,"6,792","6,391"
2/29/2020,"3,580","3,362"
3/1/2020,"2,554","2,468"
3/2/2020,"6,701","6,299"
3/3/2020,"6,901","6,430"
3/4/2020,"7,086","6,687"
3/5/2020,"6,988","6,586"
3/6/2020,"6,742","6,134"
3/7/2020,"3,455","3,348"
3/8/2020,"2,282","2,336"
3/9/2020,"6,548","5,996"
3/10/2020,"6,420","6,082"
3/11/2020,"6,469","6,103"
3/12/2020,"5,743","5,441"
3/13/2020,"4,928","4,518"
3/14/2020,"2,135","1,899"
3/15/2020,"1,245","1,297"
3/16/2020,"2,470","2,356"
3/17/2020,"1,958","1,935"
3/18/2020,"1,636","1,542"
3/19/2020,"1,520","1,441"
3/20/2020,"1,473","1,395"
3/21/2020,765,718
3/22/2020,537,564
3/23/2020,"1,045",946
3/24/2020,"1,039","1,016"
3/25/2020,914,839
3/26/2020,933,863
3/27/2020,976,919
3/28/2020,576,484
3/29/2020,428,422
3/30/2020,856,794
3/31/2020,808,744
4/1/2020,833,741
4/2/2020,781,712
4/3/2020,908,828
4/4/2020,513,508
4/5/2020,398,360
4/6/2020,767,713
4/7/2020,729,648
4/8/2020,762,708
4/9/2020,684,665
4/10/2020,795,718
4/11/2020,461,417
4/12/2020,310,283
4/13/2020,614,581
4/14/2020,710,626
4/15/2020,733,672
4/16/2020,711,630
4/17/2020,752,683
4/18/2020,434,413
4/19/2020,354,340
4/20/2020,748,675
4/21/2020,706,667
4/22/2020,731,660
4/23/2020,701,630
4/24/2020,721,661
4/25/2020,454,435
4/26/2020,321,289
4/27/2020,718,667
4/28/2020,725,692
4/29/2020,798,719
4/30/2020,613,588
5/1/2020,851,739
5/2/2020,556,532
5/3/2020,359,325
5/4/2020,846,803
5/5/2020,807,724
5/6/2020,706,642
5/7/2020,809,755
5/8/2020,833,729
5/9/2020,512,482
5/10/2020,425,377
5/11/2020,776,707
5/12/2020,806,716
5/13/2020,785,754
5/14/2020,790,719
5/15/2020,849,764
5/16/2020,548,612
5/17/2020,375,369
5/18/2020,819,740
5/19/2020,803,751
5/20/2020,793,747
5/21/2020,821,682
5/22/2020,831,705
5/23/2020,551,519
5/24/2020,391,377
5/25/2020,474,463
5/26/2020,817,755
5/27/2020,795,728
5/28/2020,830,737
5/29/2020,905,802
5/30/2020,633,591
5/31/2020,550,482
6/1/2020,914,818
6/2/2020,917,834
6/3/2020,"1,056",896
6/4/2020,"1,035",885
6/5/2020,"1,032",907
6/6/2020,"1,055","1,027"
6/7/2020,587,574
6/8/2020,"1,043",891
6/9/2020,"1,031",861
6/10/2020,989,880
6/11/2020,"1,037",858
6/12/2020,"1,117",889
6/13/2020,751,725
6/14/2020,524,438
6/15/2020,"1,011",835
6/16/2020,"1,019",794
6/17/2020,943,773
6/18/2020,969,757
6/19/2020,"1,056",954
6/20/2020,636,559
6/21/2020,497,380
6/22/2020,940,611
6/23/2020,780,603
6/24/2020,886,661
6/25/2020,882,608
6/26/2020,928,641
6/27/2020,570,437
6/28/2020,417,289
6/29/2020,877,527
6/30/2020,857,558
7/1/2020,897,606
7/2/2020,900,621
7/4/2020,632,608
7/5/2020,500,438
7/6/2020,12,15
7/7/2020,2,5
7/8/2020,0,8
7/9/2020,2,4
7/10/2020,0,5
7/11/2020,0,2
7/12/2020,1,13
7/13/2020,0,8
7/14/2020,0,5
7/15/2020,1,3
7/16/2020,2,4
7/17/2020,3,3
7/18/2020,0,4
7/19/2020,424,388
7/20/2020,860,784
7/21/2020,922,866
7/22/2020,900,837
7/23/2020,"1,010",852
7/24/2020,977,829
7/25/2020,776,673
7/26/2020,539,456
7/27/2020,"1,005",876
7/28/2020,"1,017",866
7/29/2020,"1,022",925
7/30/2020,"1,052",865
7/31/2020,"1,072",847
8/1/2020,801,686
8/2/2020,554,558
8/3/2020,989,863
8/4/2020,855,738
8/5/2020,"1,085","1,011"
8/6/2020,"1,068",973
8/7/2020,"1,155",974
8/8/2020,811,676
8/9/2020,610,484
8/10/2020,"1,050",950
8/11/2020,"1,040",946
8/12/2020,"1,019",908
8/13/2020,977,816
8/14/2020,"1,105",939
8/15/2020,777,667
8/16/2020,528,489
8/17/2020,"1,127",994
8/18/2020,"1,148","1,034"
8/19/2020,"1,133","1,006"
8/20/2020,"1,207","1,063"
8/21/2020,"1,259","1,080"
8/22/2020,881,797
8/23/2020,626,654
8/24/2020,"1,151","1,009"
8/25/2020,"1,175","1,053"
8/26/2020,"1,297","1,158"
8/27/2020,"1,286","1,134"
8/28/2020,"1,528","1,527"
8/29/2020,901,758
8/30/2020,678,621
8/31/2020,"1,126","1,017"
9/1/2020,"1,231","1,118"
9/2/2020,"1,363","1,185"
9/3/2020,"1,318","1,157"
9/4/2020,"1,443","1,243"
9/5/2020,987,853
9/6/2020,753,644
9/7/2020,856,793
9/8/2020,"1,295","1,161"
9/9/2020,"1,285","1,172"
9/10/2020,"1,268",725
9/11/2020,"1,469","1,237"
9/12/2020,926,834
9/13/2020,705,662
9/14/2020,"1,288","1,106"
9/15/2020,"1,248","1,123"
9/16/2020,"1,323","1,188"
9/17/2020,"1,265","1,178"
9/18/2020,"1,477","1,313"
9/19/2020,"1,031",990
9/20/2020,701,691
9/21/2020,"1,294","1,199"
9/22/2020,"1,333","1,209"
9/23/2020,"1,406","1,280"
9/24/2020,"1,421","1,265"
9/25/2020,"1,511","1,275"
9/26/2020,"1,042",904
9/27/2020,748,696
9/28/2020,"1,304","1,147"
9/29/2020,"1,273","1,111"
9/30/2020,"1,279","1,096"
10/1/2020,"1,292","1,130"
10/2/2020,"1,392","1,210"
10/3/2020,"1,006","1,000"
10/4/2020,743,675
10/5/2020,"1,213","1,052"
10/6/2020,"1,196","1,084"
10/7/2020,"1,304","1,138"
10/8/2020,"1,329","1,157"
10/9/2020,"1,399","1,189"
10/10/2020,941,807
10/11/2020,577,521
10/13/2020,"1,194","1,036"
10/14/2020,"1,334","1,129"
10/15/2020,"1,343","1,167"
10/16/2020,"1,398","1,135"
10/17/2020,"1,046",935
10/18/2020,700,660
10/19/2020,"1,228","1,088"
10/20/2020,"1,256","1,127"
10/21/2020,"1,357","1,151"
10/22/2020,"1,376","1,165"
10/23/2020,"1,420","1,198"
10/24/2020,"1,038",974
10/25/2020,585,563
10/26/2020,"1,263","1,051"
10/27/2020,"1,339","1,191"
10/28/2020,"1,437","1,247"
10/29/2020,"1,170",992
10/30/2020,"1,472","1,274"
10/31/2020,"1,039",887
11/1/2020,625,490
11/2/2020,"1,311","1,120"
11/3/2020,"1,272","1,224"
11/4/2020,"1,312","1,243"
11/5/2020,"1,398","1,219"
11/6/2020,"1,464","1,215"
11/7/2020,"1,299","1,185"
11/8/2020,764,687
11/9/2020,"1,322","1,150"
11/10/2020,"1,344","1,186"
11/12/2020,"1,285","1,127"
11/13/2020,"1,567","1,299"
11/14/2020,"1,068","1,036"
11/15/2020,677,580
11/16/2020,"1,270","1,122"
11/17/2020,"1,296","1,175"
11/18/2020,"1,352","1,224"
11/19/2020,"1,380",689
11/20/2020,"1,425","1,185"
11/21/2020,940,831
11/22/2020,665,581
11/23/2020,"1,234","1,067"
11/24/2020,"1,282","1,103"
11/25/2020,"1,254","1,072"
11/26/2020,429,380
11/27/2020,"1,060","1,057"
11/28/2020,830,793
11/29/2020,605,573
11/30/2020,"1,084",884
12/1/2020,"1,373","1,146"
12/2/2020,"1,273","1,127"
12/3/2020,"1,274","1,077"
12/4/2020,"1,326","1,134"
12/5/2020,910,821
12/6/2020,648,544
12/7/2020,"1,179","1,005"
12/8/2020,"1,304","1,118"
12/9/2020,"1,205","1,073"
12/10/2020,"1,280","1,079"
12/11/2020,"1,377","1,175"
12/12/2020,992,892
12/13/2020,651,615
12/14/2020,"1,015",873
12/15/2020,"1,307","1,190"
12/16/2020,"1,005",914
12/17/2020,"1,185","1,000"
12/18/2020,"1,321","1,111"
12/19/2020,963,777
12/20/2020,655,565
12/21/2020,"1,300","1,142"
12/22/2020,"1,208","1,020"
12/23/2020,"1,267","1,057"
12/24/2020,850,732
12/25/2020,304,225
12/26/2020,640,594
12/27/2020,557,494
12/28/2020,"1,084",957
12/29/2020,"1,072",962
12/30/2020,"1,109",977
12/31/2020,"1,074",948
1/1/2021,452,409
1/2/2021,816,770
1/3/2021,521,491
1/4/2021,"1,228","1,060"
1/5/2021,"1,257","1,192"
1/6/2021,"1,097","1,026"
1/7/2021,"1,136","1,017"
1/8/2021,"1,271","1,122"
1/9/2021,905,770
1/10/2021,601,567
1/11/2021,"1,122","1,028"
1/12/2021,"1,245","1,192"
1/13/2021,"1,329","1,294"
1/14/2021,"1,405","1,251"
1/15/2021,"1,330","1,185"
1/16/2021,875,795
1/17/2021,551,554
1/19/2021,"1,007",914
1/20/2021,666,620
1/21/2021,"1,221","1,126"
1/22/2021,"1,181","1,010"
1/23/2021,865,842
1/24/2021,660,687
1/25/2021,"1,129","1,038"
1/26/2021,"1,153","1,059"
1/27/2021,"1,376","1,219"
1/28/2021,"1,286","1,186"
1/29/2021,"1,312","1,158"
1/30/2021,956,826
1/31/2021,490,485
2/1/2021,872,815
2/2/2021,"1,017",955
2/3/2021,"1,337","1,233"
2/4/2021,"1,376","1,208"
2/5/2021,"1,472","1,292"
2/6/2021,"1,019",981
2/7/2021,583,587
2/8/2021,"1,239","1,172"
2/9/2021,"1,397","1,269"
2/10/2021,"1,397","1,255"
2/11/2021,"1,226","1,088"
2/12/2021,"1,443","1,237"
2/13/2021,848,774
2/14/2021,745,665
2/16/2021,"1,276","1,113"
2/17/2021,"1,389","1,206"
2/18/2021,799,732
2/19/2021,"1,335","1,138"
2/20/2021,918,768
2/21/2021,618,538
2/22/2021,"1,126","1,037"
2/23/2021,"1,397","1,212"
2/24/2021,"1,514","1,340"
2/25/2021,"1,470","1,372"
2/26/2021,"1,474","1,307"
2/27/2021,976,864
2/28/2021,618,601
3/1/2021,"1,278","1,149"
3/2/2021,"1,440","1,270"
3/3/2021,"1,490","1,314"
3/4/2021,"1,474","1,432"
3/5/2021,"1,490","1,276"
3/6/2021,"1,033",964
3/7/2021,739,687
3/8/2021,"1,355","1,192"
3/9/2021,"1,360","1,258"
3/10/2021,"1,469","1,372"
3/11/2021,"1,520","1,360"
3/12/2021,"1,554","1,390"
3/13/2021,"1,154","1,044"
3/14/2021,783,723
3/15/2021,"1,370","1,215"
3/16/2021,"1,373","1,233"
3/17/2021,"1,489","1,392"
3/18/2021,"1,335","1,228"
3/19/2021,"1,614","1,398"
3/20/2021,"1,202","1,054"
3/21/2021,807,824
3/22/2021,"1,402","1,303"
3/23/2021,"1,485","1,359"
3/24/2021,"1,333","1,178"
3/25/2021,"1,478","1,378"
3/26/2021,"1,722","1,434"
3/27/2021,"1,268","1,173"
3/28/2021,674,669
3/29/2021,"1,495","1,288"
3/30/2021,"1,514","1,421"
3/31/2021,"1,436","1,327"
4/1/2021,"1,574","1,438"
4/2/2021,"1,743","1,428"
4/3/2021,"1,316","1,200"
4/4/2021,896,815
4/5/2021,"1,547","1,415"
4/6/2021,"1,615","1,427"
4/7/2021,"1,698","1,521"
4/8/2021,"1,624","1,523"
4/9/2021,"1,680","1,452"
4/10/2021,"1,277","1,141"
4/11/2021,840,810
4/12/2021,"1,530","1,393"
4/13/2021,"1,607","1,431"
4/14/2021,"1,459","1,407"
4/15/2021,"1,619","1,484"
4/16/2021,"1,609","1,409"
4/17/2021,"1,265","1,121"
4/18/2021,867,867
4/19/2021,"1,454","1,310"
4/20/2021,"1,595","1,421"
4/21/2021,"1,566","1,392"
4/22/2021,"1,574","1,406"
4/23/2021,"1,761","1,507"
4/24/2021,"1,316","1,209"
4/25/2021,829,788
4/26/2021,"1,492","1,344"
4/27/2021,"1,685","1,532"
4/28/2021,"1,675","1,546"
4/29/2021,"1,655","1,502"
4/30/2021,"1,792","1,577"
5/1/2021,"1,239","1,193"
5/2/2021,765,797
5/3/2021,"1,445","1,331"
5/4/2021,"1,576","1,464"
5/5/2021,"1,583","1,422"
5/6/2021,"1,556","1,424"
5/7/2021,"1,601","1,387"
5/8/2021,"1,276","1,103"
5/9/2021,767,715
5/10/2021,"1,515","1,403"
5/11/2021,"1,642","1,475"
5/12/2021,"1,714","1,624"
5/13/2021,"1,757","1,610"
5/14/2021,"1,921","1,661"
5/15/2021,"1,462","1,440"
5/16/2021,946,971
5/17/2021,"1,682","1,557"
5/18/2021,"1,675","1,585"
5/19/2021,"1,812","1,705"
5/20/2021,"1,844","1,597"
5/21/2021,"1,982","1,776"
5/22/2021,"1,460","1,390"
5/23/2021,"1,006",937
5/24/2021,"1,544","1,418"
5/25/2021,"1,684","1,514"
5/26/2021,"1,669","1,527"
5/27/2021,"1,792","1,580"
5/28/2021,"1,722","1,410"
5/29/2021,"1,153","1,032"
5/30/2021,904,899
5/31/2021,900,951
6/1/2021,"1,619","1,409"
6/2/2021,"1,685","1,544"
6/3/2021,"1,727","1,518"
6/4/2021,"1,898","1,685"
6/5/2021,"1,400","1,290"
6/6/2021,964,953
6/7/2021,"1,561","1,407"
6/8/2021,"1,705","1,463"
6/9/2021,"1,747","1,541"
6/10/2021,"1,733","1,492"
6/11/2021,"1,775","1,475"
6/12/2021,"1,636","1,435"
6/13/2021,987,945
6/14/2021,"1,801","1,622"
6/15/2021,"1,893","1,747"
6/16/2021,"2,015","1,816"
6/17/2021,"1,912","1,711"
6/18/2021,"1,956","1,648"
6/19/2021,"1,484","1,395"
6/20/2021,997,906
6/21/2021,"1,588","1,502"
6/22/2021,"1,598","1,465"
6/23/2021,"1,942","1,797"
6/24/2021,"1,783","1,564"
6/25/2021,"1,968","1,739"
6/26/2021,"1,420","1,348"
6/27/2021,971,950
6/28/2021,"1,840","1,663"
