,Total Entries,Total Exits
5/19/2019,846,900
5/20/2019,"7,493","7,603"
5/21/2019,"7,992","8,382"
5/22/2019,"8,025","8,465"
5/23/2019,"7,765","7,945"
5/24/2019,"5,805","6,224"
5/25/2019,"1,135","1,249"
5/26/2019,"1,258","1,368"
5/27/2019,914,"1,115"
5/28/2019,"7,427","7,591"
5/29/2019,"7,980","8,418"
5/30/2019,"7,937","8,224"
5/31/2019,"6,684","7,247"
6/1/2019,"1,113","1,226"
6/2/2019,879,952
6/3/2019,"7,818","8,038"
6/4/2019,"7,854","8,325"
6/5/2019,"8,307","8,584"
6/6/2019,"8,368","8,895"
6/7/2019,"6,758","7,421"
6/8/2019,"1,314","1,361"
6/9/2019,"1,876","1,779"
6/10/2019,"7,674","8,037"
6/11/2019,"8,231","8,694"
6/12/2019,"8,397","8,724"
6/13/2019,"7,904","8,374"
6/14/2019,"6,672","7,313"
6/15/2019,"1,164","1,361"
6/16/2019,809,840
6/17/2019,"7,536","7,655"
6/18/2019,"8,255","8,480"
6/19/2019,"8,370","8,616"
6/20/2019,"7,990","8,486"
6/21/2019,"7,076","7,610"
6/22/2019,"1,538","2,038"
6/23/2019,941,"1,227"
6/24/2019,"7,912","7,858"
6/25/2019,"8,195","8,496"
6/26/2019,"8,256","8,572"
6/27/2019,"8,285","8,653"
6/28/2019,"6,816","7,218"
6/29/2019,"1,243","1,586"
6/30/2019,"1,019","1,209"
7/1/2019,"7,544","7,786"
7/2/2019,"7,945","8,163"
7/3/2019,"7,650","7,911"
7/5/2019,"4,600","4,982"
7/6/2019,"1,390","1,944"
7/7/2019,946,"1,257"
7/8/2019,"7,111","7,458"
7/9/2019,"8,518","8,885"
7/10/2019,"8,694","8,832"
7/11/2019,"8,271","8,390"
7/12/2019,"7,321","7,711"
7/13/2019,"1,360","1,645"
7/14/2019,"1,022","1,128"
7/15/2019,"7,858","8,036"
7/16/2019,"8,581","8,799"
7/17/2019,"8,765","8,869"
7/18/2019,"8,562","8,945"
7/19/2019,"7,112","7,437"
7/20/2019,"1,578","1,729"
7/21/2019,"1,048","1,131"
7/22/2019,"7,923","8,103"
7/23/2019,"8,460","8,822"
7/24/2019,"8,376","8,730"
7/25/2019,"8,017","8,476"
7/26/2019,"6,900","7,370"
7/27/2019,"1,359","2,005"
7/28/2019,"1,140","1,430"
7/29/2019,"7,664","7,694"
7/30/2019,"8,252","8,473"
7/31/2019,"8,126","8,152"
8/1/2019,"8,059","8,056"
8/2/2019,"6,616","6,890"
8/3/2019,"1,457","1,486"
8/4/2019,"1,053","1,194"
8/5/2019,"7,368","7,596"
8/6/2019,"7,905","8,136"
8/7/2019,"8,146","8,132"
8/8/2019,"7,630","7,896"
8/9/2019,"6,536","6,720"
8/10/2019,"1,154","1,478"
8/11/2019,852,981
8/12/2019,"7,138","7,301"
8/13/2019,"7,805","7,944"
8/14/2019,"7,695","8,033"
8/15/2019,"7,627","7,729"
8/16/2019,"6,293","6,479"
8/17/2019,"1,116","1,207"
8/18/2019,859,891
8/19/2019,"7,045","7,076"
8/20/2019,"7,819","7,792"
8/21/2019,"7,493","7,717"
8/22/2019,"7,407","7,781"
8/23/2019,"6,199","6,298"
8/24/2019,"1,042","1,221"
8/25/2019,791,928
8/26/2019,"6,911","6,933"
8/27/2019,"7,446","7,775"
8/28/2019,"7,626","7,834"
8/29/2019,"7,234","7,429"
8/30/2019,"5,558","5,883"
8/31/2019,"1,159","1,387"
9/1/2019,"1,207","1,305"
9/2/2019,851,950
9/3/2019,"7,448","7,519"
9/4/2019,"7,921","8,228"
9/5/2019,"7,843","8,045"
9/6/2019,"6,751","6,961"
9/7/2019,968,"1,156"
9/8/2019,620,697
9/9/2019,"7,400","7,681"
9/10/2019,"8,146","8,439"
9/11/2019,"8,395","8,483"
9/12/2019,"8,368","8,775"
9/13/2019,"6,606","7,000"
9/14/2019,"1,052","1,080"
9/15/2019,828,928
9/16/2019,"7,790","7,920"
9/17/2019,"8,287","8,390"
9/18/2019,"8,174","8,570"
9/19/2019,"8,296","8,645"
9/20/2019,"8,792","11,526"
9/21/2019,"1,936","2,246"
9/22/2019,989,994
9/23/2019,"7,766","8,069"
9/24/2019,"7,965","8,399"
9/25/2019,"8,188","8,551"
9/26/2019,"8,118","8,595"
9/27/2019,"6,751","7,104"
9/28/2019,"1,192","1,158"
9/29/2019,802,905
9/30/2019,"7,244","7,393"
10/1/2019,"8,101","8,316"
10/2/2019,"8,513","8,822"
10/3/2019,"8,287","8,437"
10/4/2019,"7,296","7,522"
10/5/2019,"1,475","1,622"
10/6/2019,875,970
10/7/2019,"7,713","7,945"
10/8/2019,"8,162","8,486"
10/9/2019,"7,786","8,029"
10/10/2019,"8,242","8,566"
10/11/2019,"6,533","6,959"
10/12/2019,"1,793","2,425"
10/13/2019,978,"1,197"
10/15/2019,"7,876","8,230"
10/16/2019,"8,840","9,091"
10/17/2019,"8,513","8,952"
10/18/2019,"7,277","7,515"
10/19/2019,"1,198","1,423"
10/20/2019,735,794
10/21/2019,"7,887","8,137"
10/22/2019,"8,863","8,591"
10/23/2019,"8,205","8,575"
10/24/2019,"8,179","8,705"
10/25/2019,"6,952","7,332"
10/26/2019,"1,202","1,545"
10/27/2019,841,"1,111"
10/28/2019,"7,844","8,019"
10/29/2019,"8,321","8,699"
10/30/2019,"8,461","8,639"
10/31/2019,"7,761","8,020"
11/1/2019,"7,036","7,313"
11/2/2019,"11,062","12,942"
11/3/2019,984,"1,107"
11/4/2019,"7,806","8,094"
11/5/2019,"8,396","8,689"
11/6/2019,"8,526","8,837"
11/7/2019,"8,518","8,725"
11/8/2019,"6,877","7,267"
11/9/2019,"1,566","1,599"
11/10/2019,925,"1,001"
11/12/2019,"8,543","8,755"
11/13/2019,"8,622","8,883"
11/14/2019,"8,625","9,123"
11/15/2019,"7,231","7,492"
11/16/2019,"1,244","1,140"
11/17/2019,714,760
11/18/2019,"7,815","7,911"
11/19/2019,"8,404","8,635"
11/20/2019,"8,429","8,799"
11/21/2019,"8,802","9,435"
11/22/2019,"7,041","7,385"
11/23/2019,"1,505","1,960"
11/24/2019,"1,017","1,367"
11/25/2019,"7,494","7,707"
11/26/2019,"7,423","7,878"
11/27/2019,"5,219","5,394"
11/28/2019,381,418
11/29/2019,"2,280","2,594"
11/30/2019,961,"1,243"
12/1/2019,567,711
12/2/2019,"7,511","7,490"
12/3/2019,"8,309","8,608"
12/4/2019,"8,381","8,687"
12/5/2019,"8,134","8,532"
12/6/2019,"6,812","7,271"
12/7/2019,"1,118","1,425"
12/8/2019,813,980
12/9/2019,"7,749","7,904"
12/10/2019,"7,810","9,902"
12/11/2019,"8,217","8,610"
12/12/2019,"8,158","8,631"
12/13/2019,"6,702","7,176"
12/14/2019,"1,110","1,457"
12/15/2019,912,"1,109"
12/16/2019,"7,388","7,589"
12/17/2019,"8,094","8,325"
12/18/2019,"7,984","8,429"
12/19/2019,"7,681","8,028"
12/20/2019,"6,240","6,359"
12/21/2019,958,"1,209"
12/22/2019,555,672
12/23/2019,"4,935","5,230"
12/24/2019,"1,613","1,803"
12/25/2019,247,216
12/26/2019,"3,347","3,603"
12/27/2019,"3,653","4,082"
12/28/2019,"1,341","1,780"
12/29/2019,831,"1,115"
12/30/2019,"5,234","5,564"
12/31/2019,"4,568","4,959"
1/1/2020,542,556
1/2/2020,"5,814","6,024"
1/3/2020,"5,475","5,702"
1/4/2020,881,"1,016"
1/5/2020,683,774
1/6/2020,"7,679","7,870"
1/7/2020,"8,128","8,064"
1/8/2020,"7,961","8,208"
1/9/2020,"8,067","8,430"
1/10/2020,"6,888","7,184"
1/11/2020,"1,058","1,152"
1/12/2020,824,919
1/13/2020,"7,887","8,120"
1/14/2020,"8,308","8,639"
1/15/2020,"8,217","8,469"
1/16/2020,"8,284","8,413"
1/17/2020,"6,824","7,156"
1/18/2020,736,883
1/19/2020,804,941
1/21/2020,"8,195","8,419"
1/22/2020,"8,182","8,544"
1/23/2020,"8,459","8,721"
1/24/2020,"7,924","8,145"
1/25/2020,"1,148","1,222"
1/26/2020,"1,298","1,658"
1/27/2020,"7,795","8,003"
1/28/2020,"8,346","8,405"
1/29/2020,"8,386","8,665"
1/30/2020,"8,175","8,617"
1/31/2020,"6,922","7,178"
2/1/2020,961,"1,000"
2/2/2020,656,636
2/3/2020,"7,737","7,920"
2/4/2020,"8,524","8,789"
2/5/2020,"8,514","8,737"
2/6/2020,"8,411","8,480"
2/7/2020,"6,829","7,243"
2/8/2020,"1,127","1,284"
2/9/2020,689,799
2/10/2020,"8,253","8,307"
2/11/2020,"8,445","8,885"
2/12/2020,"8,496","8,714"
2/13/2020,"8,207","8,591"
2/14/2020,"6,560","6,822"
2/15/2020,954,"1,067"
2/16/2020,777,928
2/18/2020,"7,902","8,114"
2/19/2020,"8,122","8,359"
2/20/2020,"8,382","8,659"
2/21/2020,"6,978","7,265"
2/22/2020,947,"1,125"
2/23/2020,897,989
2/24/2020,"7,757","7,960"
2/25/2020,"8,222","8,221"
2/26/2020,"8,418","8,583"
2/27/2020,"8,383","8,594"
2/28/2020,"6,916","7,179"
2/29/2020,925,"1,041"
3/1/2020,735,888
3/2/2020,"7,675","7,875"
3/3/2020,"8,326","8,422"
3/4/2020,"8,229","8,493"
3/5/2020,"8,043","8,134"
3/6/2020,"6,590","6,864"
3/7/2020,"1,020","1,094"
3/8/2020,778,852
3/9/2020,"6,949","7,260"
3/10/2020,"7,473","7,669"
3/11/2020,"7,166","6,930"
3/12/2020,"6,266","6,383"
3/13/2020,"4,330","4,472"
3/14/2020,396,409
3/15/2020,222,210
3/16/2020,"2,160","2,227"
3/17/2020,"1,313","1,358"
3/18/2020,888,895
3/19/2020,654,670
3/20/2020,539,535
3/21/2020,130,110
3/22/2020,80,82
3/23/2020,436,438
3/24/2020,394,385
3/25/2020,355,387
3/26/2020,23,27
3/27/2020,10,16
3/28/2020,7,11
3/29/2020,15,14
3/30/2020,9,8
3/31/2020,6,3
4/1/2020,23,18
4/2/2020,12,16
4/3/2020,11,10
4/4/2020,4,4
4/5/2020,13,12
4/6/2020,5,6
4/7/2020,2,2
4/8/2020,15,18
4/9/2020,1,2
4/10/2020,0,4
4/11/2020,0,2
4/12/2020,3,4
4/13/2020,1,1
4/14/2020,2,6
4/15/2020,6,7
4/16/2020,0,4
4/17/2020,0,1
4/18/2020,1,3
4/19/2020,1,4
4/20/2020,0,1
4/21/2020,1,6
4/22/2020,1,6
4/23/2020,2,3
4/24/2020,0,5
4/25/2020,4,4
4/26/2020,15,14
4/27/2020,26,26
4/28/2020,4,4
4/29/2020,23,24
4/30/2020,15,16
5/1/2020,4,6
5/2/2020,4,8
5/3/2020,6,9
5/4/2020,1,3
5/5/2020,10,12
5/6/2020,14,11
5/7/2020,3,3
5/8/2020,5,3
5/9/2020,5,6
5/10/2020,6,5
5/11/2020,15,18
5/12/2020,1,0
5/13/2020,16,14
5/14/2020,20,17
5/15/2020,4,7
5/16/2020,1,1
5/17/2020,3,4
5/18/2020,5,9
5/19/2020,3,3
5/20/2020,4,10
5/21/2020,2,3
5/22/2020,1,3
5/23/2020,2,8
5/24/2020,0,3
5/25/2020,10,7
5/26/2020,3,3
5/27/2020,2,8
5/28/2020,1,6
5/29/2020,0,1
5/30/2020,1,3
5/31/2020,0,2
6/2/2020,1,4
6/3/2020,1,1
6/5/2020,0,6
6/6/2020,1,4
6/7/2020,0,1
6/8/2020,3,7
6/9/2020,2,0
6/10/2020,0,2
6/11/2020,3,3
6/12/2020,0,4
6/13/2020,0,5
6/15/2020,1,6
6/16/2020,1,8
6/17/2020,1,2
6/18/2020,2,5
6/19/2020,2,2
6/20/2020,1,2
6/22/2020,18,28
6/23/2020,13,18
6/24/2020,18,44
6/25/2020,6,8
6/26/2020,3,8
6/27/2020,2,12
6/28/2020,56,57
6/29/2020,233,229
6/30/2020,197,228
7/1/2020,234,241
7/2/2020,264,277
7/6/2020,5,6
7/7/2020,222,240
7/8/2020,221,242
7/9/2020,255,254
7/10/2020,273,283
7/11/2020,88,117
7/12/2020,73,80
7/13/2020,221,235
7/14/2020,260,303
7/15/2020,265,287
7/16/2020,301,305
7/17/2020,291,287
7/18/2020,129,124
7/19/2020,530,636
7/20/2020,"1,724","1,626"
7/21/2020,"1,454","1,647"
7/22/2020,"1,250","1,515"
7/23/2020,"1,324","1,556"
7/24/2020,"1,193","1,458"
7/25/2020,536,815
7/26/2020,91,96
7/27/2020,290,305
7/28/2020,297,302
7/29/2020,303,323
7/30/2020,327,327
7/31/2020,306,291
8/1/2020,114,107
8/2/2020,78,74
8/3/2020,337,304
8/4/2020,255,253
8/5/2020,336,327
8/6/2020,299,309
8/7/2020,298,273
8/8/2020,112,97
8/9/2020,95,91
8/10/2020,297,299
8/11/2020,317,293
8/12/2020,320,319
8/13/2020,271,294
8/14/2020,346,331
8/15/2020,106,140
8/16/2020,79,110
8/17/2020,332,350
8/18/2020,363,367
8/19/2020,365,393
8/20/2020,343,336
8/21/2020,308,324
8/22/2020,135,176
8/23/2020,96,111
8/24/2020,355,356
8/25/2020,358,387
8/26/2020,363,377
8/27/2020,388,402
8/28/2020,424,457
8/29/2020,146,147
8/30/2020,127,136
8/31/2020,389,391
9/1/2020,372,374
9/2/2020,425,404
9/3/2020,412,392
9/4/2020,424,417
9/5/2020,187,173
9/6/2020,125,164
9/7/2020,174,196
9/8/2020,433,437
9/9/2020,462,459
9/10/2020,409,421
9/11/2020,404,436
9/12/2020,181,180
9/13/2020,142,155
9/14/2020,442,449
9/15/2020,445,442
9/16/2020,443,436
9/17/2020,439,454
9/18/2020,476,467
9/19/2020,214,273
9/20/2020,166,186
9/21/2020,426,409
9/22/2020,393,426
9/23/2020,474,518
9/24/2020,476,537
9/25/2020,468,470
9/26/2020,423,235
9/27/2020,158,173
9/28/2020,422,437
9/29/2020,446,440
9/30/2020,439,459
10/1/2020,427,458
10/2/2020,422,447
10/3/2020,178,185
10/4/2020,126,153
10/5/2020,408,426
10/6/2020,437,457
10/7/2020,470,491
10/8/2020,448,494
10/9/2020,259,378
10/10/2020,197,228
10/11/2020,122,100
10/13/2020,450,462
10/14/2020,475,453
10/15/2020,454,496
10/16/2020,438,432
10/17/2020,145,183
10/18/2020,128,156
10/19/2020,427,433
10/20/2020,442,444
10/21/2020,480,464
10/22/2020,456,476
10/23/2020,442,498
10/24/2020,217,214
10/25/2020,117,136
10/26/2020,432,450
10/27/2020,428,488
10/28/2020,459,473
10/29/2020,447,457
10/30/2020,429,483
10/31/2020,151,176
11/1/2020,108,116
11/2/2020,402,429
11/3/2020,403,424
11/4/2020,410,430
11/5/2020,421,445
11/6/2020,426,452
11/7/2020,239,260
11/8/2020,145,150
11/9/2020,424,454
11/10/2020,485,506
11/12/2020,499,489
11/13/2020,445,466
11/14/2020,421,272
11/15/2020,163,201
11/16/2020,492,489
11/17/2020,485,519
11/18/2020,495,508
11/19/2020,508,542
11/20/2020,489,521
11/21/2020,145,167
11/22/2020,149,148
11/23/2020,469,497
11/24/2020,374,374
11/25/2020,314,341
11/26/2020,78,73
11/27/2020,257,255
11/28/2020,145,155
11/29/2020,137,149
11/30/2020,380,394
12/1/2020,441,472
12/2/2020,404,416
12/3/2020,412,426
12/4/2020,399,388
12/5/2020,157,180
12/6/2020,121,129
12/7/2020,431,441
12/8/2020,434,428
12/9/2020,409,430
12/10/2020,402,434
12/11/2020,392,466
12/12/2020,238,242
12/13/2020,117,131
12/14/2020,428,428
12/15/2020,474,462
12/16/2020,367,363
12/17/2020,435,466
12/18/2020,408,407
12/19/2020,133,146
12/20/2020,127,97
12/21/2020,399,422
12/22/2020,404,407
12/23/2020,351,348
12/24/2020,165,168
12/25/2020,85,85
12/26/2020,135,141
12/27/2020,124,111
12/28/2020,343,356
12/29/2020,349,363
12/30/2020,382,396
12/31/2020,300,299
1/1/2021,83,88
1/2/2021,155,203
1/3/2021,87,84
1/4/2021,395,399
1/5/2021,430,442
1/6/2021,"2,462",576
1/7/2021,341,334
1/8/2021,377,368
1/9/2021,156,135
1/10/2021,144,149
1/11/2021,491,515
1/12/2021,616,587
1/13/2021,485,477
1/14/2021,496,494
1/15/2021,10,9
1/16/2021,19,19
1/17/2021,32,27
1/19/2021,23,26
1/20/2021,12,11
1/21/2021,100,90
1/22/2021,368,372
1/23/2021,146,167
1/24/2021,112,114
1/25/2021,368,398
1/26/2021,402,424
1/27/2021,461,461
1/28/2021,475,491
1/29/2021,411,430
1/30/2021,182,149
1/31/2021,133,146
2/1/2021,292,308
2/2/2021,378,389
2/3/2021,454,470
2/4/2021,479,463
2/5/2021,389,410
2/6/2021,158,168
2/7/2021,87,94
2/8/2021,393,419
2/9/2021,452,471
2/10/2021,436,437
2/11/2021,418,411
2/12/2021,422,449
2/13/2021,185,173
2/14/2021,217,180
2/16/2021,436,468
2/17/2021,516,511
2/18/2021,244,224
2/19/2021,370,386
2/20/2021,166,165
2/21/2021,118,135
2/22/2021,430,400
2/23/2021,466,459
2/24/2021,492,488
2/25/2021,498,476
2/26/2021,488,508
2/27/2021,169,152
2/28/2021,89,78
3/1/2021,422,418
3/2/2021,457,463
3/3/2021,472,522
3/4/2021,476,503
3/5/2021,442,486
3/6/2021,215,173
3/7/2021,147,157
3/8/2021,410,425
3/9/2021,461,472
3/10/2021,535,522
3/11/2021,521,505
3/12/2021,449,472
3/13/2021,225,255
3/14/2021,164,151
3/15/2021,455,447
3/16/2021,441,472
3/17/2021,495,517
3/18/2021,453,469
3/19/2021,469,470
3/20/2021,227,234
3/21/2021,184,220
3/22/2021,436,437
3/23/2021,474,519
3/24/2021,492,492
3/25/2021,520,515
3/26/2021,477,545
3/27/2021,270,317
3/28/2021,158,163
3/29/2021,478,521
3/30/2021,530,587
3/31/2021,517,506
4/1/2021,615,649
4/2/2021,542,556
4/3/2021,298,311
4/4/2021,210,201
4/5/2021,459,477
4/6/2021,506,539
4/7/2021,589,598
4/8/2021,565,565
4/9/2021,509,556
4/10/2021,304,320
4/11/2021,174,225
4/12/2021,519,525
4/13/2021,525,533
4/14/2021,523,517
4/15/2021,598,722
4/16/2021,456,502
4/17/2021,294,308
4/18/2021,207,168
4/19/2021,505,508
4/20/2021,580,601
4/21/2021,565,551
4/22/2021,555,550
4/23/2021,554,550
4/24/2021,305,314
4/25/2021,236,270
4/26/2021,496,511
4/27/2021,647,642
4/28/2021,584,593
4/29/2021,594,593
4/30/2021,602,687
5/1/2021,349,308
5/2/2021,184,200
5/3/2021,488,504
5/4/2021,588,569
5/5/2021,600,593
5/6/2021,564,585
5/7/2021,561,545
5/8/2021,254,252
5/9/2021,192,209
5/10/2021,553,555
5/11/2021,616,639
5/12/2021,599,649
5/13/2021,647,652
5/14/2021,748,789
5/15/2021,429,397
5/16/2021,249,305
5/17/2021,662,705
5/18/2021,663,733
5/19/2021,744,818
5/20/2021,739,748
5/21/2021,728,811
5/22/2021,384,470
5/23/2021,294,348
5/24/2021,741,749
5/25/2021,843,888
5/26/2021,831,878
5/27/2021,751,797
5/28/2021,712,777
5/29/2021,417,474
5/30/2021,386,522
5/31/2021,382,395
6/1/2021,771,794
6/2/2021,898,907
6/3/2021,837,877
6/4/2021,789,849
6/5/2021,484,589
6/6/2021,314,440
6/7/2021,834,822
6/8/2021,823,937
6/9/2021,"1,045","1,022"
6/10/2021,906,864
6/11/2021,835,910
6/12/2021,523,585
6/13/2021,402,428
6/14/2021,877,868
6/15/2021,"1,010","1,042"
6/16/2021,"1,018","1,023"
6/17/2021,"1,053","1,085"
6/18/2021,649,768
6/19/2021,594,625
6/20/2021,380,437
6/21/2021,959,989
6/22/2021,990,"1,026"
6/23/2021,"1,097","1,137"
6/24/2021,"1,144","1,242"
6/25/2021,"1,053","1,117"
6/26/2021,624,755
6/27/2021,440,483
6/28/2021,985,"1,184"
6/29/2021,"1,139","1,218"
6/30/2021,"1,123","1,134"
7/1/2021,"1,036","1,097"
7/2/2021,965,"1,071"
7/3/2021,580,741
7/4/2021,"1,614","1,757"
7/5/2021,407,490
7/6/2021,"1,162","1,178"
7/7/2021,"1,135","1,200"
7/8/2021,"1,115","1,090"
7/9/2021,"1,065","1,094"
7/10/2021,525,692
7/11/2021,699,683
7/12/2021,"1,127","1,239"
7/13/2021,"1,319","1,361"
7/14/2021,"1,329","1,338"
7/15/2021,"1,339","1,359"
7/16/2021,"1,266","1,310"
7/17/2021,703,691
7/18/2021,477,525
7/19/2021,"1,210","1,278"
7/20/2021,"1,350","1,418"
7/21/2021,"1,299","1,355"
7/22/2021,"1,304","1,294"
7/23/2021,"1,119","1,102"
7/24/2021,596,555
7/25/2021,423,433
7/26/2021,"1,169","1,240"
7/27/2021,"1,282","1,277"
7/28/2021,"1,345","1,306"
7/29/2021,"1,298","1,306"
7/30/2021,"1,154","1,155"
7/31/2021,547,643
8/1/2021,364,377
8/2/2021,"1,108","1,136"
8/3/2021,"1,259","1,248"
8/4/2021,"1,208","1,216"
8/5/2021,"1,180","1,163"
8/6/2021,"1,048","1,087"
8/7/2021,491,395
8/8/2021,345,373
8/9/2021,"1,104","1,035"
8/10/2021,"1,133","1,163"
8/11/2021,"1,210","1,152"
8/12/2021,"1,158","1,134"
8/13/2021,"1,045","1,032"
8/14/2021,497,542
8/15/2021,356,412
8/16/2021,"1,069","1,099"
8/17/2021,"1,211","1,198"
8/18/2021,"1,208","1,241"
8/19/2021,"1,123","1,135"
8/20/2021,"1,066","1,103"
8/21/2021,459,519
8/22/2021,343,395
8/23/2021,"1,177","1,199"
8/24/2021,"1,249","1,296"
8/25/2021,"1,458","1,472"
8/26/2021,"1,211","1,286"
8/27/2021,"1,112","1,109"
8/28/2021,456,452
8/29/2021,310,340
8/30/2021,"1,335","1,360"
8/31/2021,"1,495","1,518"
9/1/2021,"1,253","1,219"
9/2/2021,"1,540","1,571"
9/3/2021,"1,224","1,262"
9/4/2021,677,807
9/5/2021,676,715
9/6/2021,470,540
9/7/2021,"1,568","1,624"
9/8/2021,"1,710","1,746"
9/9/2021,"1,658","1,699"
9/10/2021,"1,948","2,038"
9/11/2021,"1,171","1,265"
9/12/2021,428,472
9/13/2021,"1,575","1,622"
9/14/2021,"1,670","1,706"
9/15/2021,"1,629","1,649"
9/16/2021,"1,654","1,589"
9/17/2021,"1,382","1,385"
9/18/2021,637,586
9/19/2021,454,539
9/20/2021,"1,522","1,582"
9/21/2021,"1,682","1,731"
9/22/2021,"1,700","1,630"
9/23/2021,"1,708","1,727"
9/24/2021,"1,475","1,610"
9/25/2021,680,742
9/26/2021,543,531
9/27/2021,"1,545","1,539"
9/28/2021,"1,755","1,786"
9/29/2021,"1,798","1,800"
9/30/2021,"1,762","1,849"
10/1/2021,"1,406","1,516"
10/2/2021,"1,002",794
10/3/2021,515,569
10/4/2021,"1,612","1,637"
10/5/2021,"1,656","1,809"
10/6/2021,"1,704","1,730"
10/7/2021,"1,782","1,844"
10/8/2021,"1,397","1,482"
10/9/2021,"1,066","1,497"
10/10/2021,581,647
10/12/2021,"1,896","1,930"
10/13/2021,"1,908","1,926"
10/14/2021,"1,971","1,983"
10/15/2021,"2,033","1,911"
10/16/2021,955,903
10/17/2021,498,580
10/18/2021,"1,061","1,019"
10/19/2021,"1,304","1,277"
10/20/2021,"1,371","1,324"
10/21/2021,"1,404","1,515"
10/22/2021,"1,283","1,264"
10/23/2021,547,627
10/24/2021,427,492
10/25/2021,"1,315","1,290"
