,Total Entries,Total Exits
6/4/2019,"9,132","8,856"
6/5/2019,"9,088","8,994"
6/6/2019,"8,949","8,905"
6/7/2019,"7,860","7,698"
6/8/2019,7,8
6/10/2019,"8,635","8,337"
6/11/2019,"9,470","9,329"
6/12/2019,"9,390","9,231"
6/13/2019,"9,098","8,957"
6/14/2019,"8,557","8,315"
6/15/2019,"3,779","3,645"
6/16/2019,"2,364","2,248"
6/17/2019,"8,841","8,493"
6/18/2019,"9,191","9,008"
6/19/2019,"9,188","9,017"
6/20/2019,"9,612","9,324"
6/21/2019,"8,466","8,344"
6/22/2019,"4,288","4,138"
6/23/2019,"2,854","2,777"
6/24/2019,"8,802","8,595"
6/25/2019,"9,307","9,122"
6/26/2019,"9,267","9,072"
6/27/2019,"9,108","9,246"
6/28/2019,"7,646","7,655"
6/29/2019,"3,350","3,290"
6/30/2019,"2,162","2,286"
7/1/2019,"8,896","8,615"
7/2/2019,"8,999","8,915"
7/3/2019,"8,515","8,383"
7/5/2019,"5,191","5,358"
7/6/2019,"3,444","3,394"
7/7/2019,"2,489","2,443"
7/8/2019,"8,266","7,831"
7/9/2019,"9,180","8,918"
7/10/2019,"9,100","8,998"
7/11/2019,"9,087","9,024"
7/12/2019,"8,624","8,425"
7/13/2019,"3,544","3,316"
7/14/2019,"2,150","2,174"
7/15/2019,"8,965","8,565"
7/16/2019,"9,162","9,121"
7/17/2019,"9,134","8,982"
7/18/2019,"9,174","9,024"
7/19/2019,"8,397","8,162"
7/20/2019,"4,173","3,922"
7/21/2019,"2,173","2,163"
7/22/2019,"8,902","8,565"
7/23/2019,"9,830","9,334"
7/24/2019,"9,562","9,217"
7/25/2019,"9,783","9,602"
7/26/2019,"8,772","8,365"
7/27/2019,"4,247","4,179"
7/28/2019,"2,690","2,835"
7/29/2019,"9,098","8,773"
7/30/2019,"9,437","9,085"
7/31/2019,"9,193","8,915"
8/1/2019,"8,916","8,876"
8/2/2019,"7,881","7,642"
8/3/2019,"3,771","3,457"
8/4/2019,"2,387","2,480"
8/5/2019,"8,519","8,275"
8/6/2019,"8,873","8,699"
8/7/2019,"8,674","8,595"
8/8/2019,"8,718","8,566"
8/9/2019,"7,461","7,383"
8/10/2019,"3,190","3,076"
8/11/2019,"2,486","2,250"
8/12/2019,"8,477","8,139"
8/13/2019,"8,909","8,632"
8/14/2019,"8,669","8,455"
8/15/2019,"8,645","8,512"
8/16/2019,"7,649","7,398"
8/17/2019,"3,537","3,536"
8/18/2019,"2,339","2,450"
8/19/2019,"8,079","7,719"
8/20/2019,"8,249","8,141"
8/21/2019,"8,315","8,133"
8/22/2019,"8,005","8,057"
8/23/2019,"6,955","6,884"
8/24/2019,"3,238","3,119"
8/25/2019,"2,101","2,070"
8/26/2019,"8,075","7,802"
8/27/2019,"8,662","8,397"
8/28/2019,"8,560","8,357"
8/29/2019,"8,359","8,276"
8/30/2019,"6,708","6,720"
8/31/2019,"3,760","3,695"
9/1/2019,"2,590","2,669"
9/2/2019,"2,403","2,436"
9/3/2019,"8,490","8,051"
9/4/2019,"8,629","8,293"
9/5/2019,"8,370","8,130"
9/6/2019,"7,003","6,953"
9/7/2019,"2,743","2,640"
9/8/2019,"1,977","1,937"
9/9/2019,"8,251","7,942"
9/10/2019,"8,652","8,600"
9/11/2019,"8,526","8,359"
9/12/2019,"8,729","8,562"
9/13/2019,"7,880","7,652"
9/14/2019,"3,378","3,260"
9/15/2019,"2,548","2,392"
9/16/2019,"8,475","8,176"
9/17/2019,"8,771","8,553"
9/18/2019,"8,737","8,546"
9/19/2019,"8,555","8,425"
9/20/2019,"7,568","7,503"
9/21/2019,"3,493","3,516"
9/22/2019,"2,285","2,200"
9/23/2019,"8,687","8,747"
9/24/2019,"8,997","8,694"
9/25/2019,"8,777","8,617"
9/26/2019,"8,924","8,857"
9/27/2019,"7,827","7,769"
9/28/2019,"3,344","3,245"
9/29/2019,"2,439","2,370"
9/30/2019,"8,009","7,746"
10/1/2019,"9,207","8,711"
10/2/2019,"8,634","8,406"
10/3/2019,"8,656","8,500"
10/4/2019,"7,727","7,557"
10/5/2019,2,2
10/6/2019,3,3
10/7/2019,"7,779","6,735"
10/8/2019,"8,606","8,463"
10/9/2019,"8,409","8,231"
10/10/2019,"8,710","8,608"
10/11/2019,"7,788","7,715"
10/12/2019,"3,730","3,587"
10/13/2019,"2,729","2,654"
10/15/2019,"9,690","9,075"
10/16/2019,"8,744","8,532"
10/17/2019,"8,528","8,497"
10/18/2019,"7,796","7,768"
10/19/2019,"3,043","2,999"
10/20/2019,"1,961","1,768"
10/21/2019,"8,138","7,966"
10/22/2019,"8,527","8,300"
10/23/2019,"8,768","8,413"
10/24/2019,"8,650","8,496"
10/25/2019,"8,797","8,257"
10/26/2019,"4,113","4,005"
10/27/2019,"3,110","3,127"
10/28/2019,"8,386","8,210"
10/29/2019,"8,696","8,519"
10/30/2019,"8,826","8,565"
10/31/2019,"7,810","7,710"
11/1/2019,"7,461","7,202"
11/2/2019,"8,706","6,868"
11/3/2019,"2,244","2,247"
11/4/2019,"8,337","8,044"
11/5/2019,"8,587","8,400"
11/6/2019,"8,800","8,540"
11/7/2019,"8,653","8,682"
11/8/2019,"7,301","7,349"
11/9/2019,"3,271","2,172"
11/10/2019,"2,253","1,522"
11/12/2019,"8,336","8,028"
11/13/2019,"8,342","8,135"
11/14/2019,"8,447","8,183"
11/15/2019,"7,456","7,240"
11/16/2019,"2,668","2,598"
11/17/2019,"1,907","1,922"
11/18/2019,"8,241","7,875"
11/19/2019,"8,313","8,107"
11/20/2019,"8,454","8,181"
11/21/2019,"8,566","8,407"
11/22/2019,"6,985","7,076"
11/23/2019,0,5
11/24/2019,1,2
11/25/2019,"8,057","7,977"
11/26/2019,"7,839","8,408"
11/27/2019,"5,921","7,090"
11/28/2019,"1,152","1,588"
11/29/2019,"4,314","3,848"
11/30/2019,0,5
12/1/2019,0,2
12/2/2019,"8,201","7,446"
12/3/2019,"8,571","8,133"
12/4/2019,"8,256","7,908"
12/5/2019,"8,351","8,558"
12/6/2019,"7,159","6,887"
12/7/2019,1,3
12/8/2019,"1,340","1,392"
12/9/2019,"7,932","7,300"
12/10/2019,"8,239","8,120"
12/11/2019,"8,165","8,015"
12/12/2019,"8,181","8,196"
12/13/2019,"6,849","6,797"
12/14/2019,"2,702","2,824"
12/15/2019,"2,035","2,170"
12/16/2019,"7,376","7,167"
12/17/2019,"7,996","8,019"
12/18/2019,"8,349","8,179"
12/19/2019,"7,715","7,875"
12/20/2019,"6,501","6,633"
12/21/2019,"2,670","2,988"
12/22/2019,"1,867","2,249"
12/23/2019,"6,012","6,220"
12/24/2019,"2,231","2,677"
12/25/2019,991,872
12/26/2019,"4,746","4,158"
12/27/2019,"5,663","4,955"
12/28/2019,"3,663","3,305"
12/29/2019,"2,020","1,914"
12/30/2019,"6,086","5,503"
12/31/2019,"5,633","5,184"
1/1/2020,"1,914","2,032"
1/2/2020,"6,654","6,321"
1/3/2020,"5,976","5,789"
1/4/2020,"2,285","2,223"
1/5/2020,"1,745","1,717"
1/6/2020,"8,168","7,815"
1/7/2020,"8,424","8,995"
1/8/2020,"7,552","7,352"
1/9/2020,"8,137","8,030"
1/10/2020,"7,198","6,969"
1/11/2020,"3,301",747
1/12/2020,"2,124",434
1/13/2020,"8,088","7,832"
1/14/2020,"8,094","7,961"
1/15/2020,"8,264","8,209"
1/16/2020,"8,469","8,423"
1/17/2020,"6,657","6,761"
1/18/2020,"2,195","2,141"
1/19/2020,"1,609","1,674"
1/21/2020,"7,915","7,720"
1/22/2020,"7,948","7,704"
1/23/2020,"8,005","7,473"
1/24/2020,"7,351","7,293"
1/25/2020,"2,770","2,647"
1/26/2020,"2,120","2,159"
1/27/2020,"7,727","7,451"
1/28/2020,"8,002","7,813"
1/29/2020,"8,115","7,956"
1/30/2020,"7,916","7,831"
1/31/2020,"6,631","6,560"
2/1/2020,"2,663","2,531"
2/2/2020,"1,752","1,741"
2/3/2020,"7,560","7,295"
2/4/2020,"8,249","8,011"
2/5/2020,"7,762","7,618"
2/6/2020,"7,607","7,666"
2/7/2020,"6,614","6,502"
2/8/2020,"2,782","2,618"
2/9/2020,"1,594","1,601"
2/10/2020,"7,531","7,283"
2/11/2020,"7,851","7,809"
2/12/2020,"7,890","7,816"
2/13/2020,"7,839","7,827"
2/14/2020,"6,342","6,364"
2/15/2020,"2,508","2,421"
2/16/2020,"1,834","1,957"
2/18/2020,"7,970","7,747"
2/19/2020,"7,898","7,692"
2/20/2020,"8,151","7,992"
2/21/2020,"6,660","6,555"
2/22/2020,"2,465","2,396"
2/23/2020,"2,057","2,014"
2/24/2020,"7,610","7,321"
2/25/2020,"8,008","7,785"
2/26/2020,"7,860","7,711"
2/27/2020,"7,895","7,919"
2/28/2020,"6,645","6,605"
2/29/2020,"2,029","2,053"
3/1/2020,"1,611","1,682"
3/2/2020,"7,414","7,259"
3/3/2020,"7,540","7,517"
3/4/2020,"7,869","7,710"
3/5/2020,"7,604","7,523"
3/6/2020,"6,426","6,469"
3/7/2020,"2,527","2,338"
3/8/2020,"2,065","1,998"
3/9/2020,"7,058","6,800"
3/10/2020,"7,030","6,948"
3/11/2020,"6,675","6,621"
3/12/2020,"5,481","5,500"
3/13/2020,"3,589","3,689"
3/14/2020,887,968
3/15/2020,639,625
3/16/2020,"2,088","2,023"
3/17/2020,"1,380","1,345"
3/18/2020,"1,026",994
3/19/2020,886,845
3/20/2020,744,739
3/21/2020,244,266
3/22/2020,216,190
3/23/2020,533,544
3/24/2020,507,492
3/25/2020,470,468
3/26/2020,442,403
3/27/2020,418,418
3/28/2020,148,144
3/29/2020,141,132
3/30/2020,409,381
3/31/2020,381,375
4/1/2020,340,344
4/2/2020,379,353
4/3/2020,256,257
4/4/2020,147,131
4/5/2020,85,85
4/6/2020,340,304
4/7/2020,272,272
4/8/2020,306,299
4/9/2020,299,282
4/10/2020,281,273
4/11/2020,134,113
4/12/2020,86,101
4/13/2020,237,213
4/14/2020,296,293
4/15/2020,282,263
4/16/2020,304,305
4/17/2020,263,236
4/18/2020,109,102
4/19/2020,102,106
4/20/2020,298,288
4/21/2020,294,274
4/22/2020,326,304
4/23/2020,279,291
4/24/2020,272,248
4/25/2020,112,122
4/26/2020,107,97
4/27/2020,306,284
4/28/2020,315,292
4/29/2020,311,264
4/30/2020,281,273
5/1/2020,292,271
5/2/2020,140,131
5/3/2020,86,86
5/4/2020,333,320
5/5/2020,324,306
5/6/2020,300,270
5/7/2020,328,324
5/8/2020,305,296
5/9/2020,126,119
5/10/2020,135,127
5/11/2020,310,276
5/12/2020,314,300
5/13/2020,306,298
5/14/2020,312,308
5/15/2020,319,312
5/16/2020,167,156
5/17/2020,128,124
5/18/2020,335,332
5/19/2020,321,310
5/20/2020,300,292
5/21/2020,330,337
5/22/2020,263,269
5/24/2020,1,1
5/27/2020,1,1
5/29/2020,1,0
5/31/2020,1,2
6/1/2020,1,0
6/3/2020,3,1
6/10/2020,1,2
6/14/2020,1,1
6/17/2020,0,6
6/23/2020,0,1
6/29/2020,162,152
7/1/2020,0,1
7/2/2020,1,1
7/9/2020,1,0
7/15/2020,1,0
7/16/2020,2,3
7/18/2020,1,1
7/21/2020,1,1
7/22/2020,0,1
7/23/2020,1,1
7/25/2020,0,1
7/31/2020,6,6
8/2/2020,2,2
8/3/2020,1,1
8/6/2020,2,2
8/7/2020,1,3
8/8/2020,0,1
8/9/2020,0,1
8/10/2020,4,5
8/11/2020,0,1
8/12/2020,1,6
8/13/2020,7,9
8/14/2020,1,1
8/15/2020,1,1
8/16/2020,230,210
8/17/2020,484,485
8/18/2020,559,539
8/19/2020,519,504
8/20/2020,504,497
8/21/2020,542,522
8/22/2020,367,335
8/23/2020,295,297
8/24/2020,556,513
8/25/2020,572,566
8/26/2020,573,545
8/27/2020,679,565
8/28/2020,776,767
8/29/2020,346,386
8/30/2020,319,402
8/31/2020,557,561
9/1/2020,609,566
9/2/2020,568,586
9/3/2020,589,580
9/4/2020,640,651
9/5/2020,505,513
9/6/2020,392,390
9/7/2020,395,361
9/8/2020,696,633
9/9/2020,620,579
9/10/2020,596,589
9/11/2020,665,596
9/12/2020,408,433
9/13/2020,347,315
9/14/2020,580,497
9/15/2020,629,627
9/16/2020,660,658
9/17/2020,698,675
9/18/2020,687,717
9/19/2020,538,566
9/20/2020,389,392
9/21/2020,715,691
9/22/2020,683,654
9/23/2020,762,762
9/24/2020,861,790
9/25/2020,953,809
9/26/2020,"1,091","1,064"
9/27/2020,396,461
9/28/2020,721,718
9/29/2020,679,657
9/30/2020,695,685
10/1/2020,767,761
10/2/2020,787,745
10/3/2020,552,551
10/4/2020,422,410
10/5/2020,734,715
10/6/2020,748,749
10/7/2020,748,749
10/8/2020,761,741
10/9/2020,869,832
10/10/2020,624,591
10/11/2020,380,359
10/13/2020,819,749
10/14/2020,772,772
10/15/2020,820,776
10/16/2020,780,699
10/17/2020,660,610
10/18/2020,437,455
10/19/2020,847,735
10/20/2020,790,762
10/21/2020,818,796
10/22/2020,802,785
10/23/2020,871,836
10/24/2020,741,635
10/25/2020,401,373
10/26/2020,783,820
10/27/2020,796,767
10/28/2020,783,738
10/29/2020,662,629
10/30/2020,775,768
10/31/2020,498,438
11/1/2020,319,283
11/2/2020,784,747
11/3/2020,713,681
11/4/2020,686,677
11/5/2020,770,699
11/6/2020,781,756
11/7/2020,3,2
11/9/2020,812,780
11/10/2020,753,724
11/12/2020,699,695
11/13/2020,889,814
11/14/2020,"1,015",903
11/15/2020,330,314
11/16/2020,759,738
11/17/2020,716,704
11/18/2020,719,678
11/19/2020,752,691
11/20/2020,762,763
11/21/2020,2,0
11/23/2020,671,683
11/24/2020,685,705
11/25/2020,659,660
11/26/2020,214,235
11/27/2020,503,461
11/28/2020,467,342
11/29/2020,385,256
11/30/2020,614,518
12/1/2020,707,641
12/2/2020,685,679
12/3/2020,699,664
12/4/2020,647,653
12/5/2020,2,0
12/6/2020,0,1
12/7/2020,654,618
12/8/2020,649,643
12/9/2020,686,671
12/10/2020,699,661
12/11/2020,767,733
12/12/2020,709,642
12/13/2020,300,278
12/14/2020,573,554
12/15/2020,680,650
12/16/2020,513,490
12/17/2020,631,604
12/18/2020,679,697
12/19/2020,437,450
12/20/2020,322,325
12/21/2020,700,667
12/22/2020,691,743
12/23/2020,659,693
12/24/2020,357,382
12/25/2020,159,152
12/26/2020,356,324
12/27/2020,377,298
12/28/2020,710,667
12/29/2020,596,570
12/30/2020,698,588
12/31/2020,551,537
1/1/2021,269,255
1/2/2021,477,345
1/3/2021,328,208
1/4/2021,833,680
1/5/2021,992,693
1/6/2021,"1,961","1,811"
1/7/2021,568,702
1/8/2021,667,667
1/9/2021,393,368
1/10/2021,296,261
1/11/2021,695,636
1/12/2021,675,646
1/13/2021,709,694
1/14/2021,729,711
1/15/2021,681,689
1/16/2021,361,356
1/17/2021,291,242
1/19/2021,553,487
1/20/2021,372,348
1/21/2021,632,628
1/22/2021,697,661
1/23/2021,384,388
1/24/2021,303,284
1/25/2021,693,639
1/26/2021,619,582
1/27/2021,709,666
1/28/2021,648,655
1/29/2021,636,620
1/30/2021,371,385
1/31/2021,194,175
2/1/2021,409,374
2/2/2021,505,474
2/3/2021,647,660
2/4/2021,709,652
2/5/2021,713,709
2/6/2021,402,400
2/7/2021,237,229
2/8/2021,686,656
2/9/2021,703,707
2/10/2021,672,663
2/11/2021,624,631
2/12/2021,733,759
2/13/2021,334,307
2/14/2021,288,297
2/16/2021,744,695
2/17/2021,750,721
2/18/2021,338,318
2/19/2021,589,576
2/20/2021,401,401
2/21/2021,310,295
2/22/2021,640,614
2/23/2021,689,642
2/24/2021,777,777
2/25/2021,729,700
2/26/2021,764,750
2/27/2021,467,459
2/28/2021,317,284
3/1/2021,713,659
3/2/2021,742,697
3/3/2021,740,695
3/4/2021,771,742
3/5/2021,741,702
3/6/2021,480,486
3/7/2021,381,368
3/8/2021,786,724
3/9/2021,790,742
3/10/2021,849,818
3/11/2021,872,814
3/12/2021,853,818
3/13/2021,632,657
3/14/2021,454,447
3/15/2021,812,739
3/16/2021,759,724
3/17/2021,838,789
3/18/2021,770,758
3/19/2021,783,764
3/20/2021,633,576
3/21/2021,507,453
3/22/2021,825,776
3/23/2021,805,778
3/24/2021,729,717
3/25/2021,815,810
3/26/2021,918,857
3/27/2021,804,771
3/28/2021,371,374
3/29/2021,932,868
3/30/2021,"1,056","1,024"
3/31/2021,781,783
4/1/2021,964,958
4/2/2021,"1,048",984
4/3/2021,974,940
4/4/2021,802,820
4/5/2021,"1,075",975
4/6/2021,933,913
4/7/2021,971,948
4/8/2021,"1,007",946
4/9/2021,941,865
4/10/2021,664,650
4/11/2021,532,545
4/12/2021,900,869
4/13/2021,861,867
4/14/2021,835,814
4/15/2021,932,926
4/16/2021,"1,033",956
4/17/2021,746,728
4/18/2021,529,521
4/19/2021,934,847
4/20/2021,936,894
4/21/2021,899,885
4/22/2021,860,867
4/23/2021,990,922
4/24/2021,673,659
4/25/2021,501,510
4/26/2021,876,838
4/27/2021,950,882
4/28/2021,915,872
4/29/2021,924,897
4/30/2021,920,920
5/1/2021,819,842
5/2/2021,604,573
5/3/2021,887,846
5/4/2021,941,954
5/5/2021,998,949
5/6/2021,"1,000","1,021"
5/7/2021,958,975
5/8/2021,694,725
5/9/2021,560,551
5/10/2021,"1,011",910
5/11/2021,"1,016",987
5/12/2021,"1,134","1,073"
5/13/2021,"1,287","1,291"
5/14/2021,"1,223","1,252"
5/15/2021,"1,153","1,131"
5/16/2021,703,650
5/17/2021,"1,201","1,071"
5/18/2021,"1,123","1,124"
5/19/2021,"1,197","1,164"
5/20/2021,"1,235","1,223"
5/21/2021,"1,316","1,274"
5/22/2021,"1,108","1,091"
5/23/2021,911,925
5/24/2021,"1,144","1,112"
5/25/2021,"1,296","1,259"
5/26/2021,"1,329","1,293"
5/27/2021,"1,429","1,452"
5/28/2021,"1,310","1,285"
5/29/2021,"1,148","1,032"
5/30/2021,925,896
5/31/2021,"1,219","1,116"
6/1/2021,"1,431","1,309"
6/2/2021,"1,338","1,312"
6/3/2021,"1,267","1,313"
6/4/2021,"1,384","1,339"
6/5/2021,"1,174","1,127"
6/6/2021,987,910
6/7/2021,"1,378","1,346"
6/8/2021,"1,333","1,339"
6/9/2021,"1,423","1,437"
6/10/2021,"1,490","1,433"
6/11/2021,"1,495","1,409"
6/12/2021,"1,830","1,621"
6/13/2021,"1,030","1,067"
6/14/2021,"1,537","1,475"
6/15/2021,"1,609","1,507"
6/16/2021,"1,710","1,682"
6/17/2021,"1,583","1,603"
6/18/2021,"1,861","1,651"
6/19/2021,"1,511","1,520"
6/20/2021,"1,209","1,171"
6/21/2021,"1,488","1,392"
6/22/2021,"1,430","1,374"
6/23/2021,"1,767","1,714"
6/24/2021,"1,852","1,749"
6/25/2021,"1,786","1,686"
6/26/2021,23,17
6/27/2021,7,4
6/28/2021,"1,689","1,667"
6/29/2021,"1,661","1,568"
6/30/2021,"1,733","1,688"
7/1/2021,"1,777","1,736"
7/2/2021,"2,224","2,075"
7/3/2021,"1,988","1,778"
7/4/2021,"3,265","2,996"
7/5/2021,"1,247","1,449"
7/6/2021,"1,814","1,728"
7/7/2021,"1,776","1,719"
7/8/2021,"1,677","1,668"
7/9/2021,"1,893","1,748"
7/10/2021,"1,496","1,473"
7/11/2021,"1,065","1,128"
7/12/2021,"1,799","1,634"
7/13/2021,"1,806","1,783"
7/14/2021,"1,831","1,759"
7/15/2021,"2,011","2,005"
7/16/2021,"2,381","2,126"
7/17/2021,"1,658","1,546"
7/18/2021,"1,372","1,362"
7/19/2021,"1,987","1,814"
7/20/2021,"2,005","1,855"
7/21/2021,"2,006","1,925"
7/22/2021,"1,968","1,949"
7/23/2021,"1,993","1,873"
7/24/2021,"1,825","1,667"
7/25/2021,"1,173","1,142"
7/26/2021,"1,773","1,700"
7/27/2021,"1,790","1,721"
7/28/2021,"1,810","1,791"
7/29/2021,"1,879","1,798"
7/30/2021,"2,289","2,142"
7/31/2021,"1,829","1,735"
8/1/2021,"1,218","1,223"
8/2/2021,"1,811","1,807"
8/3/2021,"1,800","1,784"
8/4/2021,"1,904","1,908"
8/5/2021,"2,105","2,028"
8/6/2021,"1,989","1,842"
8/7/2021,"1,147","1,496"
8/8/2021,"1,435","1,522"
8/9/2021,"1,784","1,684"
8/10/2021,"1,717","1,638"
8/11/2021,"1,708","1,639"
8/12/2021,"1,704","1,681"
8/13/2021,"1,887","1,793"
8/14/2021,"1,622","1,548"
8/15/2021,"1,240","1,272"
8/16/2021,"1,509","1,514"
8/17/2021,"1,776","1,662"
8/18/2021,"1,757","1,641"
8/19/2021,"1,648","1,634"
8/20/2021,"1,737","1,708"
8/21/2021,"1,632","1,562"
8/22/2021,"1,106","1,094"
8/23/2021,"1,717","1,560"
8/24/2021,"1,642","1,550"
8/25/2021,"1,637","1,592"
8/26/2021,"1,732","1,720"
8/27/2021,"1,726","1,633"
8/28/2021,"1,352","1,297"
8/29/2021,904,833
8/30/2021,"1,772","1,667"
8/31/2021,"1,758","1,749"
9/1/2021,"1,484","1,450"
9/2/2021,"1,816","1,863"
9/3/2021,"2,102","2,130"
9/4/2021,"1,735","1,658"
9/5/2021,"1,411","1,336"
9/6/2021,"1,388","1,294"
9/7/2021,"1,856","1,733"
9/8/2021,"1,877","1,793"
9/9/2021,"1,850","1,847"
9/10/2021,"1,979","1,973"
9/11/2021,"1,405","1,353"
9/12/2021,"1,357","1,289"
9/13/2021,"1,852","1,859"
9/14/2021,"1,822","1,760"
9/15/2021,"1,895","1,881"
9/16/2021,"1,879","1,799"
9/17/2021,"1,868","1,911"
9/18/2021,"1,563","1,426"
9/19/2021,"1,220","1,158"
9/20/2021,"1,765","1,677"
9/21/2021,"1,799","1,814"
9/22/2021,"1,722","1,725"
9/23/2021,"1,894","1,848"
9/24/2021,"1,998","2,025"
9/25/2021,"1,788",523
9/26/2021,"1,366",334
9/27/2021,"1,794","1,680"
9/28/2021,"1,857","1,818"
9/29/2021,"2,009","1,973"
9/30/2021,"1,954","1,945"
10/1/2021,"2,251","2,077"
10/2/2021,"1,972","1,812"
10/3/2021,"1,163","1,151"
10/4/2021,"1,920","1,890"
10/5/2021,"1,856","1,822"
10/6/2021,"1,890","1,916"
10/7/2021,"1,952","1,945"
10/8/2021,"2,259","2,184"
10/9/2021,"1,714","1,387"
10/10/2021,"1,395","1,367"
10/12/2021,"2,102","1,993"
10/13/2021,"2,132","1,999"
10/14/2021,"2,032","1,983"
10/15/2021,"2,100","2,028"
10/16/2021,"1,625","1,525"
