,Total Entries,Total Exits
9/30/2019,"5,352","5,294"
10/1/2019,"6,102","6,006"
10/2/2019,"6,155","5,981"
10/3/2019,"6,008","5,904"
10/4/2019,"5,694","5,692"
10/5/2019,"2,604","2,649"
10/6/2019,"2,052","2,039"
10/7/2019,"5,873","5,714"
10/8/2019,"6,087","6,034"
10/9/2019,"5,810","5,704"
10/10/2019,"6,207","6,035"
10/11/2019,"5,580","5,509"
10/12/2019,"3,159","3,170"
10/13/2019,"2,038","2,147"
10/15/2019,"6,737","6,524"
10/16/2019,"6,076","5,950"
10/17/2019,"5,953","5,800"
10/18/2019,"5,750","5,719"
10/19/2019,"2,310","2,358"
10/20/2019,"1,143","1,213"
10/21/2019,"5,479","5,575"
10/22/2019,"5,740","5,586"
10/23/2019,"5,929","5,854"
10/24/2019,"6,037","5,907"
10/25/2019,"6,244","5,955"
10/26/2019,"3,272","3,195"
10/27/2019,"2,246","2,250"
10/28/2019,"5,496","5,431"
10/29/2019,"5,938","5,799"
10/30/2019,"6,152","5,940"
10/31/2019,"5,396","5,283"
11/1/2019,"5,743","5,631"
11/2/2019,"5,409","5,269"
11/3/2019,"1,732","1,787"
11/4/2019,"5,454","5,341"
11/5/2019,"6,016","5,855"
11/6/2019,"5,998","5,956"
11/7/2019,"6,025","5,897"
11/8/2019,"5,376","5,203"
11/9/2019,"2,744","2,555"
11/10/2019,"1,629","1,582"
11/12/2019,"5,529","5,413"
11/13/2019,"5,663","5,505"
11/14/2019,"5,927","5,785"
11/15/2019,"5,495","5,361"
11/16/2019,"2,167","2,144"
11/17/2019,"1,414","1,442"
11/18/2019,"5,473","5,332"
11/19/2019,"5,780","5,680"
11/20/2019,"5,689","5,557"
11/21/2019,"5,995","5,879"
11/22/2019,"5,263","5,166"
11/23/2019,"2,307","2,339"
11/24/2019,"1,415","1,466"
11/25/2019,"5,773","5,605"
11/26/2019,"5,454","5,414"
11/27/2019,"4,790","4,852"
11/28/2019,880,"1,062"
11/29/2019,"3,472","3,283"
11/30/2019,"2,049","1,945"
12/1/2019,"1,089","1,008"
12/2/2019,"5,193","4,891"
12/3/2019,"5,835","5,632"
12/4/2019,"5,676","5,516"
12/5/2019,"5,888","5,912"
12/6/2019,"5,253","5,117"
12/7/2019,"2,450","2,380"
12/8/2019,"1,367","1,374"
12/9/2019,"5,329","5,228"
12/10/2019,"5,775","5,650"
12/11/2019,"5,746","5,663"
12/12/2019,"5,679","5,518"
12/13/2019,"5,084","4,844"
12/14/2019,"2,246","2,240"
12/15/2019,"1,595","1,653"
12/16/2019,"4,892","4,860"
12/17/2019,"5,656","6,017"
12/18/2019,"5,682","5,531"
12/19/2019,"5,463","5,370"
12/20/2019,"4,832","4,779"
12/21/2019,"2,340","2,365"
12/22/2019,"1,395","1,360"
12/23/2019,"4,682","4,661"
12/24/2019,"2,248","2,365"
12/25/2019,612,657
12/26/2019,"3,674","3,560"
12/27/2019,"4,616","4,435"
12/28/2019,"2,851","2,719"
12/29/2019,"1,317","1,270"
12/30/2019,"4,425","4,273"
12/31/2019,"4,382","4,201"
1/1/2020,"1,158","1,270"
1/2/2020,"4,515","4,364"
1/3/2020,"4,479","4,460"
1/4/2020,"1,844","1,822"
1/5/2020,"1,564","1,548"
1/6/2020,"5,341","5,221"
1/7/2020,"5,498","5,817"
1/8/2020,"5,263","5,125"
1/9/2020,"5,676","5,401"
1/10/2020,"5,265","5,083"
1/11/2020,"2,555","2,534"
1/12/2020,"1,535","1,539"
1/13/2020,"5,589","5,474"
1/14/2020,"5,580","5,534"
1/15/2020,"5,693","5,525"
1/16/2020,"5,939","5,790"
1/17/2020,"4,869","4,759"
1/18/2020,"1,806","1,836"
1/19/2020,"1,492","1,508"
1/21/2020,"5,291","5,229"
1/22/2020,"5,482","5,354"
1/23/2020,"5,586","5,398"
1/24/2020,"5,632","5,628"
1/25/2020,"2,391","2,413"
1/26/2020,"1,881","1,910"
1/27/2020,"5,198","5,118"
1/28/2020,"5,615","5,551"
1/29/2020,"5,960","5,733"
1/30/2020,"5,619","5,486"
1/31/2020,"5,365","5,095"
2/1/2020,"2,639","2,633"
2/2/2020,"1,758","1,944"
2/3/2020,"5,293","5,204"
2/4/2020,"5,890","5,839"
2/5/2020,"5,520","5,390"
2/6/2020,"5,427","5,436"
2/7/2020,"5,046","4,916"
2/8/2020,"2,883","2,784"
2/9/2020,"1,359","1,388"
2/10/2020,"5,350","5,326"
2/11/2020,"5,650","5,554"
2/12/2020,"5,731","5,623"
2/13/2020,"5,431","5,338"
2/14/2020,"4,892","4,766"
2/15/2020,"2,494","2,458"
2/16/2020,"1,778","1,833"
2/18/2020,"5,456","5,392"
2/19/2020,"5,579","5,483"
2/20/2020,"5,766","5,687"
2/21/2020,"5,096","4,941"
2/22/2020,"2,332","2,333"
2/23/2020,"1,817","1,828"
2/24/2020,"5,244","5,186"
2/25/2020,"5,773","5,732"
2/26/2020,"5,610","5,510"
2/27/2020,"5,692","5,507"
2/28/2020,"5,087","4,885"
2/29/2020,"1,979","2,082"
3/1/2020,"1,274","1,320"
3/2/2020,"5,230","5,216"
3/3/2020,"5,708","5,600"
3/4/2020,"6,089","5,957"
3/5/2020,"5,608","5,441"
3/6/2020,"5,058","4,969"
3/7/2020,"2,108","2,094"
3/8/2020,"1,636","1,669"
3/9/2020,"5,102","5,101"
3/10/2020,"5,459","5,334"
3/11/2020,"5,310","5,152"
3/12/2020,"4,727","4,624"
3/13/2020,"3,615","3,550"
3/14/2020,"1,062","1,095"
3/15/2020,626,667
3/16/2020,"2,336","2,304"
3/17/2020,"1,771","1,786"
3/18/2020,"1,412","1,433"
3/19/2020,"1,165","1,165"
3/20/2020,"1,071","1,066"
3/21/2020,314,353
3/22/2020,279,262
3/23/2020,770,742
3/24/2020,762,767
3/25/2020,656,672
3/26/2020,688,705
3/27/2020,705,732
3/28/2020,251,279
3/29/2020,165,203
3/30/2020,712,691
3/31/2020,551,559
4/1/2020,579,593
4/2/2020,577,620
4/3/2020,611,591
4/4/2020,237,251
4/5/2020,153,172
4/6/2020,548,547
4/7/2020,556,549
4/8/2020,511,512
4/9/2020,526,539
4/10/2020,449,462
4/11/2020,204,217
4/12/2020,150,146
4/13/2020,456,464
4/14/2020,520,502
4/15/2020,537,532
4/16/2020,470,467
4/17/2020,503,506
4/18/2020,156,184
4/19/2020,161,158
4/20/2020,509,497
4/21/2020,496,511
4/22/2020,514,513
4/23/2020,494,495
4/24/2020,464,475
4/25/2020,199,200
4/26/2020,159,140
4/27/2020,512,505
4/28/2020,500,503
4/29/2020,520,529
4/30/2020,440,441
5/1/2020,529,526
5/2/2020,209,220
5/3/2020,162,151
5/4/2020,523,548
5/5/2020,563,577
5/6/2020,509,508
5/7/2020,545,557
5/8/2020,522,524
5/9/2020,230,237
5/10/2020,166,181
5/11/2020,531,543
5/12/2020,512,558
5/13/2020,535,551
5/14/2020,571,584
5/15/2020,589,592
5/16/2020,248,259
5/17/2020,189,179
5/18/2020,526,566
5/19/2020,617,657
5/20/2020,571,585
5/21/2020,598,602
5/22/2020,547,587
5/23/2020,255,264
5/24/2020,182,208
5/25/2020,264,279
5/26/2020,628,611
5/27/2020,653,649
5/28/2020,584,585
5/29/2020,696,672
5/30/2020,340,322
5/31/2020,303,262
6/1/2020,646,629
6/2/2020,696,664
6/3/2020,734,711
6/4/2020,695,693
6/5/2020,686,701
6/6/2020,"1,022",971
6/7/2020,407,439
6/8/2020,722,726
6/9/2020,727,727
6/10/2020,802,796
6/11/2020,714,692
6/12/2020,767,747
6/13/2020,459,448
6/14/2020,262,259
6/15/2020,809,741
6/16/2020,795,752
6/17/2020,724,693
6/18/2020,748,710
6/19/2020,822,812
6/20/2020,375,345
6/21/2020,274,239
6/22/2020,783,679
6/23/2020,787,693
6/24/2020,784,675
6/25/2020,802,732
6/26/2020,810,757
6/27/2020,363,336
6/28/2020,289,233
6/29/2020,782,688
6/30/2020,844,690
7/1/2020,802,663
7/2/2020,818,738
7/4/2020,446,431
7/5/2020,273,300
7/6/2020,689,685
7/7/2020,725,687
7/8/2020,743,662
7/9/2020,727,682
7/10/2020,753,691
7/11/2020,301,309
7/12/2020,221,198
7/13/2020,699,699
7/14/2020,777,695
7/15/2020,716,727
7/16/2020,717,673
7/17/2020,712,684
7/18/2020,322,320
7/19/2020,222,202
7/20/2020,769,757
7/21/2020,787,782
7/22/2020,833,791
7/23/2020,835,798
7/24/2020,747,718
7/25/2020,383,395
7/26/2020,254,258
7/27/2020,845,764
7/28/2020,853,825
7/29/2020,869,832
7/30/2020,791,744
7/31/2020,804,743
8/1/2020,390,345
8/2/2020,244,245
8/3/2020,773,725
8/4/2020,635,641
8/5/2020,848,800
8/6/2020,799,757
8/7/2020,812,738
8/8/2020,391,400
8/9/2020,260,273
8/10/2020,875,833
8/11/2020,850,788
8/12/2020,813,772
8/13/2020,775,696
8/14/2020,817,767
8/15/2020,400,410
8/16/2020,276,284
8/17/2020,869,824
8/18/2020,887,890
8/19/2020,815,669
8/20/2020,841,842
8/21/2020,900,867
8/22/2020,432,461
8/23/2020,380,369
8/24/2020,866,860
8/25/2020,901,892
8/26/2020,933,883
8/27/2020,959,904
8/28/2020,"1,492","1,286"
8/29/2020,413,434
8/30/2020,364,394
8/31/2020,864,854
9/1/2020,851,867
9/2/2020,938,909
9/3/2020,908,896
9/4/2020,897,862
9/5/2020,565,601
9/6/2020,418,434
9/7/2020,390,424
9/8/2020,912,899
9/9/2020,909,881
9/10/2020,824,577
9/11/2020,933,855
9/12/2020,487,478
9/13/2020,351,375
9/14/2020,826,837
9/15/2020,851,937
9/16/2020,947,974
9/17/2020,925,874
9/18/2020,981,917
9/19/2020,568,619
9/20/2020,389,403
9/21/2020,884,915
9/22/2020,945,956
9/23/2020,"1,045","1,024"
9/24/2020,"1,034","1,039"
9/25/2020,"1,019",969
9/26/2020,"1,025","1,005"
9/27/2020,425,428
9/28/2020,874,847
9/29/2020,929,957
9/30/2020,914,938
10/1/2020,980,972
10/2/2020,996,974
10/3/2020,548,573
10/4/2020,422,431
10/5/2020,905,887
10/6/2020,"1,025",967
10/7/2020,991,978
10/8/2020,"1,028",976
10/9/2020,"1,044","1,013"
10/10/2020,572,584
10/11/2020,335,353
10/13/2020,940,908
10/14/2020,"1,001",957
10/15/2020,"1,042","1,024"
10/16/2020,926,875
10/17/2020,656,651
10/18/2020,409,396
10/19/2020,955,959
10/20/2020,"1,006",987
10/21/2020,"1,054","1,019"
10/22/2020,"1,019",981
10/23/2020,"1,048","1,011"
10/24/2020,610,615
10/25/2020,394,407
10/26/2020,958,878
10/27/2020,"1,018",966
10/28/2020,"1,068",998
10/29/2020,845,838
10/30/2020,"1,004",977
10/31/2020,529,520
11/1/2020,364,351
11/2/2020,930,886
11/3/2020,908,864
11/4/2020,953,907
11/5/2020,"1,021",982
11/6/2020,"1,012",933
11/7/2020,685,647
11/8/2020,376,398
11/9/2020,981,945
11/10/2020,"1,016",990
11/12/2020,905,842
11/13/2020,"1,036",983
11/14/2020,"1,066","1,040"
11/15/2020,364,406
11/16/2020,990,940
11/17/2020,985,954
11/18/2020,959,942
11/19/2020,979,942
11/20/2020,965,929
11/21/2020,529,536
11/22/2020,389,357
11/23/2020,956,932
11/24/2020,966,919
11/25/2020,921,886
11/26/2020,229,276
11/27/2020,696,620
11/28/2020,472,460
11/29/2020,371,348
11/30/2020,759,737
12/1/2020,955,903
12/2/2020,902,867
12/3/2020,970,926
12/4/2020,936,881
12/5/2020,448,459
12/6/2020,308,290
12/7/2020,848,802
12/8/2020,872,826
12/9/2020,926,859
12/10/2020,940,876
12/11/2020,895,849
12/12/2020,848,793
12/13/2020,317,331
12/14/2020,789,767
12/15/2020,912,841
12/16/2020,770,718
12/17/2020,776,723
12/18/2020,865,840
12/19/2020,457,454
12/20/2020,338,311
12/21/2020,896,849
12/22/2020,911,850
12/23/2020,837,757
12/24/2020,544,524
12/25/2020,158,157
12/26/2020,357,317
12/27/2020,263,262
12/28/2020,795,725
12/29/2020,801,762
12/30/2020,786,764
12/31/2020,714,699
1/1/2021,232,244
1/2/2021,411,385
1/3/2021,244,260
1/4/2021,841,816
1/5/2021,900,845
1/6/2021,"1,855","1,721"
1/7/2021,725,740
1/8/2021,806,799
1/9/2021,426,421
1/10/2021,282,281
1/11/2021,843,832
1/12/2021,857,872
1/13/2021,937,941
1/14/2021,932,897
1/15/2021,860,830
1/16/2021,412,401
1/17/2021,260,266
1/19/2021,712,675
1/20/2021,497,521
1/21/2021,827,818
1/22/2021,890,840
1/23/2021,425,423
1/24/2021,257,251
1/25/2021,784,786
1/26/2021,770,795
1/27/2021,891,849
1/28/2021,880,861
1/29/2021,805,829
1/30/2021,454,411
1/31/2021,185,192
2/1/2021,498,485
2/2/2021,658,649
2/3/2021,826,812
2/4/2021,894,886
2/5/2021,903,872
2/6/2021,473,486
2/7/2021,228,217
2/8/2021,815,804
2/9/2021,865,832
2/10/2021,896,849
2/11/2021,791,747
2/12/2021,814,802
2/13/2021,344,348
2/14/2021,297,309
2/16/2021,932,872
2/17/2021,890,875
2/18/2021,414,388
2/19/2021,680,670
2/20/2021,6,4
2/21/2021,2,4
2/22/2021,734,756
2/23/2021,899,880
2/24/2021,909,928
2/25/2021,958,921
2/26/2021,955,882
2/27/2021,462,494
2/28/2021,259,256
3/1/2021,827,857
3/2/2021,958,984
3/3/2021,969,958
3/4/2021,947,942
3/5/2021,900,876
3/6/2021,500,500
3/7/2021,298,310
3/8/2021,903,904
3/9/2021,962,932
3/10/2021,958,941
3/11/2021,967,900
3/12/2021,940,935
3/13/2021,569,537
3/14/2021,413,385
3/15/2021,894,859
3/16/2021,945,948
3/17/2021,"1,024","1,045"
3/18/2021,849,852
3/19/2021,935,907
3/20/2021,564,556
3/21/2021,388,415
3/22/2021,930,951
3/23/2021,952,962
3/24/2021,844,899
3/25/2021,944,944
3/26/2021,"1,032","1,000"
3/27/2021,751,734
3/28/2021,286,299
3/29/2021,"1,011",973
3/30/2021,"1,106","1,129"
3/31/2021,919,924
4/1/2021,989,978
4/2/2021,"1,079","1,065"
4/3/2021,876,847
4/4/2021,660,709
4/5/2021,"1,136","1,146"
4/6/2021,"1,194","1,166"
4/7/2021,"1,214","1,224"
4/8/2021,"1,301","1,292"
4/9/2021,"1,177","1,184"
4/10/2021,877,837
4/11/2021,529,537
4/12/2021,"1,175","1,118"
4/13/2021,"1,240","1,226"
4/14/2021,"1,143","1,178"
4/15/2021,"1,310","1,271"
4/16/2021,"1,205","1,115"
4/17/2021,19,12
4/19/2021,"1,033","1,123"
4/20/2021,"1,191","1,165"
4/21/2021,"1,162","1,131"
4/22/2021,"1,130","1,088"
4/23/2021,"1,177","1,112"
4/24/2021,510,528
4/25/2021,455,416
4/26/2021,"1,060","1,047"
4/27/2021,"1,235","1,231"
4/28/2021,"1,244","1,197"
4/29/2021,"1,304","1,253"
4/30/2021,"1,311","1,282"
5/1/2021,1,1
5/3/2021,"1,458",330
5/4/2021,"1,299",341
5/5/2021,"1,282",285
5/6/2021,"1,364",329
5/7/2021,"1,203",299
5/8/2021,742,221
5/9/2021,456,127
5/10/2021,"1,005",981
5/11/2021,"1,101","1,059"
5/12/2021,"1,111","1,081"
5/13/2021,"1,206","1,177"
5/14/2021,"1,212","1,152"
5/15/2021,901,912
5/16/2021,526,506
5/17/2021,"1,137","1,094"
5/18/2021,"1,242","1,203"
5/19/2021,"1,122","1,090"
5/20/2021,"1,122","1,052"
5/21/2021,"1,337","1,230"
5/22/2021,903,910
5/23/2021,666,672
5/24/2021,982,948
5/25/2021,"1,166","1,135"
5/26/2021,"1,154","1,082"
5/27/2021,"1,199","1,130"
5/28/2021,"1,069","1,029"
9/2/2021,34,38
9/3/2021,39,41
9/4/2021,11,11
9/5/2021,7,4
9/6/2021,20,18
9/7/2021,"1,180","1,178"
9/8/2021,"1,201","1,183"
9/9/2021,"1,230","1,215"
9/10/2021,"1,360","1,336"
9/11/2021,"1,043","1,034"
9/12/2021,713,738
9/13/2021,"1,222","1,256"
9/14/2021,"1,300","1,336"
9/15/2021,"1,421","1,410"
9/16/2021,"1,316","1,336"
9/17/2021,"1,433","1,429"
9/18/2021,"1,388","1,346"
9/19/2021,775,841
9/20/2021,"1,247","1,275"
9/21/2021,"1,343","1,353"
9/22/2021,"1,290","1,314"
9/23/2021,"1,429","1,411"
9/24/2021,"1,577","1,572"
9/25/2021,"1,129","1,114"
9/26/2021,758,798
9/27/2021,"1,252","1,284"
9/28/2021,"1,448","1,445"
9/29/2021,"1,556","1,623"
9/30/2021,"1,511","1,523"
10/1/2021,"1,737","1,766"
10/2/2021,"1,660","1,602"
10/3/2021,948,969
10/4/2021,"1,459","1,484"
10/5/2021,"1,474","1,406"
10/6/2021,"1,471","1,507"
10/7/2021,"1,492","1,543"
10/8/2021,"1,744","1,770"
10/9/2021,"1,312","1,274"
10/10/2021,795,842
10/12/2021,"1,612","1,656"
10/13/2021,"1,843","1,856"
10/14/2021,"1,731","1,766"
10/15/2021,"1,766","1,777"
10/16/2021,"1,216","1,273"
10/17/2021,773,803
10/18/2021,"1,281","1,319"
10/19/2021,"1,535","1,525"
10/20/2021,"1,460","1,492"
10/21/2021,"1,377","1,359"
10/22/2021,"1,479","1,436"
10/23/2021,"1,163","1,168"
10/24/2021,647,715
10/25/2021,"1,244","1,282"
10/26/2021,"1,359","1,380"
10/27/2021,"1,612","1,609"
10/28/2021,"1,548","1,546"
10/29/2021,"1,368","1,365"
10/30/2021,"1,072","1,076"
10/31/2021,565,612
11/1/2021,"1,369","1,389"
11/2/2021,"1,306","1,372"
11/3/2021,"1,575","1,601"
11/4/2021,"1,715","1,736"
11/5/2021,"1,505","1,465"
11/6/2021,"1,530","1,472"
11/7/2021,728,793
11/8/2021,"1,550","1,555"
11/9/2021,"1,509","1,510"
11/10/2021,"1,500","1,564"
11/12/2021,"1,449","1,405"
11/13/2021,"1,024","1,061"
11/14/2021,903,958
11/15/2021,"1,352","1,394"
11/16/2021,"1,458","1,458"
11/17/2021,"1,530","1,556"
11/18/2021,"1,757","1,674"
11/19/2021,"1,479","1,487"
11/20/2021,"1,114","1,121"
11/21/2021,681,726
11/22/2021,"1,440","1,481"
11/23/2021,"1,529","1,466"
11/24/2021,"1,572","1,617"
11/25/2021,383,493
11/26/2021,"1,285","1,262"
11/27/2021,863,885
11/28/2021,638,685
11/29/2021,"1,294","1,282"
11/30/2021,"1,494","1,493"
12/1/2021,"1,585","1,615"
12/2/2021,"1,700","1,697"
12/3/2021,"1,604","1,567"
12/4/2021,"1,205","1,221"
12/5/2021,612,668
12/6/2021,"1,557","1,567"
12/7/2021,"1,385","1,413"
12/8/2021,"1,432","1,414"
